"dep_delay","arr_delay","air_time","origin","dest","carrier","month","day","hour"
29,33,85,"LGA","DTW","DL",4,19,12
-1,-14,306,"JFK","PHX","DL",2,2,19
-3,-11,345,"JFK","SFO","B6",7,4,18
-8,-12,72,"EWR","CMH","EV",7,28,12
-2,10,123,"JFK","ATL","DL",10,21,6
-6,-4,49,"JFK","SYR","B6",12,27,9
-2,-12,117,"LGA","ORD","AA",4,14,16
46,10,107,"LGA","ORD","UA",6,21,20
13,40,83,"LGA","IAD","YV",12,1,16
-3,-26,334,"JFK","LAX","B6",4,22,7
89,69,105,"LGA","ATL","DL",8,9,20
-3,-22,315,"JFK","LAX","AA",10,5,10
-2,8,336,"EWR","SEA","UA",4,24,18
-3,17,363,"JFK","LAX","DL",12,5,7
-11,1,89,"LGA","DTW","MQ",5,10,13
-6,-5,76,"EWR","CLT","US",4,8,15
14,6,143,"LGA","STL","WN",10,17,12
0,3,312,"EWR","LAX","UA",6,23,6
3,-9,320,"EWR","LAX","UA",7,27,6
7,17,204,"LGA","DFW","AA",12,18,10
1,-32,348,"JFK","SFO","VX",3,14,10
3,-18,342,"JFK","SFO","B6",1,30,19
3,-8,148,"EWR","MSP","EV",9,16,6
14,16,79,"EWR","RDU","EV",4,2,10
21,56,146,"EWR","MEM","EV",8,14,8
-4,-2,159,"EWR","XNA","EV",6,3,8
-7,-4,242,"LGA","DEN","UA",11,22,11
-5,-21,35,"LGA","DCA","US",9,19,14
24,12,108,"LGA","BNA","MQ",7,11,21
58,34,154,"LGA","MIA","AA",4,8,14
-8,-10,72,"LGA","RDU","MQ",2,6,21
4,4,48,"JFK","BOS","B6",12,5,14
-5,-7,69,"LGA","RDU","MQ",12,3,10
-7,5,354,"JFK","SJC","B6",10,3,18
-12,-12,39,"EWR","BOS","B6",8,28,6
12,7,343,"JFK","SFO","UA",1,30,8
-4,-20,199,"LGA","IAH","UA",3,9,6
0,18,114,"JFK","SDF","9E",7,7,16
16,0,37,"EWR","BOS","UA",7,15,14
-2,-4,78,"LGA","CMH","MQ",11,6,8
10,6,160,"EWR","DSM","EV",8,6,19
-10,-14,38,"EWR","BOS","B6",5,7,14
-2,-11,104,"LGA","BNA","WN",8,28,11
9,5,285,"JFK","SLC","DL",12,16,19
-8,-40,340,"JFK","SFO","UA",1,15,18
19,0,134,"EWR","TPA","UA",7,13,19
-3,-16,93,"LGA","CLT","US",12,22,10
12,12,75,"JFK","CMH","MQ",3,3,15
4,-11,148,"EWR","FLL","UA",10,25,20
9,-3,158,"LGA","MEM","DL",1,3,16
9,-18,112,"LGA","ORD","AA",6,14,19
-11,-15,43,"LGA","BOS","US",4,4,11
-6,-6,106,"LGA","ATL","MQ",3,4,12
-7,-37,135,"LGA","MIA","AA",5,25,7
11,-10,102,"EWR","ATL","DL",12,18,11
-6,8,113,"LGA","ATL","MQ",6,5,10
-2,-18,140,"EWR","PBI","UA",1,13,10
-9,-4,160,"JFK","FLL","AA",3,17,15
12,1,87,"EWR","CVG","EV",5,21,15
-1,-26,34,"EWR","BOS","UA",11,3,17
7,-8,95,"EWR","CLT","US",12,30,6
-7,-12,39,"LGA","BOS","US",5,31,11
-5,-11,319,"JFK","LAX","AA",6,17,12
-3,-11,165,"LGA","MCI","DL",1,3,14
-4,-7,159,"JFK","RSW","B6",7,5,11
53,52,232,"EWR","DEN","WN",6,13,12
12,8,68,"LGA","CLE","EV",4,4,19
-4,-31,255,"JFK","SLC","DL",5,5,12
-8,11,109,"LGA","ORD","UA",9,9,17
-2,-28,139,"LGA","FLL","DL",9,7,9
-4,-25,139,"LGA","PBI","DL",4,8,17
1,-12,149,"EWR","MIA","AA",2,20,11
-4,1,76,"EWR","CLT","US",9,12,13
-1,41,32,"JFK","BOS","DL",7,28,16
-4,-10,160,"LGA","MIA","AA",9,11,6
59,32,303,"JFK","LAS","DL",3,21,15
-9,-12,41,"JFK","BOS","B6",8,24,23
34,2,109,"LGA","ATL","DL",1,27,9
-7,1,73,"LGA","CLE","EV",5,17,9
6,5,346,"JFK","LAX","UA",2,14,6
0,0,351,"EWR","SFO","UA",8,3,16
-2,-14,116,"EWR","ORD","MQ",10,27,18
-1,20,53,"LGA","ORF","EV",12,14,9
-1,-13,54,"EWR","RIC","EV",12,21,8
-10,-22,132,"LGA","FLL","DL",9,27,13
-3,15,71,"JFK","RDU","MQ",7,26,8
-9,-9,255,"EWR","SAT","UA",1,29,16
-2,-18,230,"LGA","DEN","WN",10,21,11
-5,-27,139,"LGA","FLL","DL",9,21,10
5,20,122,"LGA","ATL","DL",10,20,19
-10,-17,156,"EWR","RSW","B6",11,11,8
22,12,67,"JFK","RDU","MQ",6,17,8
-8,-33,148,"JFK","MSY","B6",5,28,6
-4,-11,69,"EWR","GSO","EV",11,8,20
-4,-4,110,"LGA","ATL","DL",9,17,11
-1,33,332,"JFK","OAK","B6",6,3,17
-9,-2,79,"LGA","CLT","MQ",11,20,21
5,-6,111,"EWR","BNA","WN",7,2,7
-2,-12,351,"JFK","SFO","VX",8,14,10
-6,-23,328,"EWR","SEA","AS",4,2,7
9,9,41,"JFK","BOS","B6",1,4,9
-8,9,216,"LGA","DFW","AA",4,25,8
-6,-8,101,"LGA","ATL","DL",5,14,12
-3,-27,279,"JFK","LAS","DL",9,6,8
-5,-4,199,"JFK","SJU","DL",12,27,6
-7,-14,149,"EWR","FLL","B6",1,28,6
10,8,65,"LGA","CLE","MQ",5,22,12
4,8,230,"JFK","AUS","B6",12,5,20
-11,-18,37,"LGA","BOS","US",3,11,12
27,31,85,"LGA","DTW","DL",12,15,12
4,-7,139,"EWR","MEM","EV",8,21,17
-4,-18,144,"JFK","TPA","DL",3,31,8
22,69,165,"EWR","RSW","UA",6,24,14
-3,-26,162,"JFK","MIA","DL",1,23,16
-2,-8,338,"EWR","LAX","UA",4,6,13
-4,10,36,"EWR","ALB","EV",5,3,20
-1,-20,116,"JFK","ORD","9E",10,24,19
-5,-3,47,"LGA","DCA","US",4,15,6
-3,-14,301,"JFK","LAS","DL",5,10,8
8,-24,27,"JFK","PHL","9E",11,13,19
-1,-2,130,"JFK","MCO","DL",10,26,8
15,-17,197,"JFK","HOU","B6",3,1,20
-2,6,116,"LGA","CHS","EV",12,23,14
1,-1,125,"EWR","ATL","EV",12,3,16
-2,-15,145,"EWR","RSW","B6",7,10,8
-4,-36,154,"EWR","MSY","EV",8,30,16
-3,-23,338,"JFK","SMF","B6",4,4,18
15,33,42,"LGA","DCA","US",7,16,16
-2,-11,184,"LGA","IAH","UA",9,22,17
-4,-10,155,"LGA","FLL","DL",12,2,7
-6,-5,110,"EWR","SAV","EV",8,16,10
-5,-22,355,"JFK","SFO","DL",2,23,7
-4,-4,313,"JFK","LAS","B6",11,10,12
-10,19,126,"LGA","ATL","MQ",8,18,16
-3,-10,155,"LGA","MIA","AA",12,21,6
43,40,84,"LGA","DTW","MQ",11,8,21
65,60,65,"LGA","CLE","MQ",6,17,18
10,-2,134,"LGA","STL","WN",4,17,6
-8,-16,67,"LGA","RDU","MQ",6,17,10
-4,-21,91,"JFK","CHS","B6",8,29,13
-5,-47,138,"JFK","MIA","DL",9,5,18
-5,-28,310,"JFK","LAX","AA",9,30,10
-9,-23,83,"EWR","DAY","EV",8,18,12
-8,-25,106,"LGA","ORD","AA",9,17,18
-7,-22,97,"EWR","ATL","DL",9,7,15
12,24,128,"LGA","ATL","DL",12,11,18
0,-5,342,"JFK","BUR","B6",4,3,17
-1,-8,149,"EWR","FLL","UA",4,7,20
-2,3,47,"JFK","ACK","B6",6,27,12
-1,-6,72,"LGA","CLE","EV",1,5,14
6,11,133,"EWR","JAX","EV",3,13,14
-5,13,146,"JFK","TPA","B6",5,2,19
20,10,113,"EWR","BNA","WN",6,18,13
-6,-14,150,"LGA","FLL","DL",4,24,9
20,15,103,"EWR","ATL","DL",5,25,15
33,32,50,"EWR","IAD","EV",3,13,14
-7,-24,131,"EWR","MCO","UA",2,3,13
0,12,75,"EWR","CLT","EV",5,8,9
-2,-19,104,"LGA","MKE","WN",3,13,6
-4,-13,70,"EWR","CMH","EV",5,20,6
63,53,119,"EWR","JAX","EV",5,6,14
-4,41,257,"JFK","SLC","DL",8,28,12
-1,40,48,"LGA","PWM","DL",7,9,17
-3,-16,106,"EWR","ORD","UA",11,2,15
-7,-27,145,"LGA","TPA","DL",7,13,15
-6,15,120,"LGA","ATL","MQ",5,10,20
-6,-20,210,"LGA","DFW","AA",1,27,12
7,-7,308,"EWR","PHX","WN",1,18,13
-5,-7,379,"JFK","SFO","AA",1,28,7
116,133,160,"EWR","PBI","UA",2,27,16
-6,-2,47,"JFK","PWM","B6",10,21,13
25,16,210,"LGA","IAH","UA",3,22,14
-1,11,328,"EWR","SAN","UA",6,23,17
0,-12,86,"EWR","DTW","EV",8,16,17
-8,-13,89,"JFK","CLT","US",11,6,8
6,1,55,"JFK","BUF","B6",3,9,21
1,-9,351,"JFK","SFO","AA",10,4,18
0,-8,48,"LGA","DCA","US",3,15,15
0,1,87,"JFK","CLT","B6",8,15,8
2,29,347,"EWR","SAN","UA",4,14,19
-3,-15,92,"EWR","CVG","9E",3,21,13
-9,-12,348,"JFK","LAX","AA",3,19,9
-2,-5,197,"JFK","SJU","DL",6,9,17
-5,30,130,"LGA","ORD","AA",11,10,18
0,13,156,"LGA","MIA","AA",7,29,11
-2,5,162,"EWR","FLL","UA",4,26,11
6,46,374,"JFK","LAX","AA",12,4,7
50,33,180,"EWR","HOU","WN",8,24,15
-2,-17,233,"EWR","DEN","UA",11,28,11
12,-2,117,"LGA","MKE","WN",2,9,15
77,87,102,"EWR","SDF","EV",6,9,16
-6,-10,44,"LGA","DCA","US",3,11,19
-12,-6,119,"LGA","ATL","DL",11,12,7
-7,-21,54,"JFK","BUF","9E",11,5,14
11,20,45,"JFK","BTV","B6",12,21,13
-7,-20,78,"EWR","DTW","EV",9,9,8
-6,-27,212,"LGA","DFW","AA",1,20,8
-7,-17,159,"JFK","MSP","9E",11,21,8
-6,-5,42,"EWR","BOS","B6",1,8,12
-2,-9,88,"LGA","DTW","DL",8,10,12
2,1,294,"JFK","LAS","B6",6,29,6
21,9,90,"EWR","DTW","EV",10,28,10
18,32,150,"EWR","JAX","EV",2,13,12
29,45,199,"JFK","SJU","DL",7,2,21
-4,-11,369,"EWR","SFO","UA",2,6,8
7,20,179,"JFK","MIA","AA",1,22,17
-2,-30,328,"EWR","SFO","UA",8,30,13
-2,-7,338,"EWR","LAX","UA",3,25,8
5,5,319,"JFK","LAX","UA",10,6,7
-2,-5,94,"EWR","CHS","EV",5,20,7
-7,-27,273,"EWR","PHX","UA",10,6,17
67,31,73,"JFK","CLE","9E",2,17,19
-1,7,134,"JFK","MCO","AA",6,30,15
25,5,84,"EWR","CVG","EV",10,10,13
-5,-3,228,"LGA","DFW","AA",1,30,7
10,-13,285,"JFK","PHX","US",5,22,6
9,-9,47,"JFK","ROC","B6",2,7,17
0,-28,218,"JFK","SAT","DL",11,1,19
107,104,111,"LGA","ATL","MQ",6,3,16
-5,-3,204,"JFK","PSE","B6",2,26,23
-6,-15,108,"EWR","SAV","EV",11,30,16
39,37,79,"EWR","CMH","EV",10,24,17
1,-12,150,"LGA","FLL","DL",6,26,14
-8,-18,37,"EWR","BOS","B6",5,12,17
6,6,126,"JFK","ATL","DL",12,22,15
-6,-11,38,"JFK","BOS","AA",12,13,20
-1,5,96,"JFK","DTW","DL",12,21,18
3,-15,243,"JFK","ABQ","B6",9,25,20
2,14,121,"JFK","ATL","DL",10,18,8
-4,-30,326,"JFK","SFO","AA",11,13,7
0,-17,146,"JFK","MIA","AA",5,15,13
-5,2,80,"JFK","RDU","MQ",5,13,13
5,-12,109,"EWR","BNA","WN",5,16,7
-3,-21,203,"EWR","DFW","UA",2,24,20
26,23,79,"EWR","CLT","EV",6,28,8
-4,14,167,"JFK","RSW","B6",2,25,19
31,27,135,"JFK","ORD","AA",12,4,17
-3,6,339,"JFK","SFO","UA",8,14,15
12,17,127,"EWR","MSN","EV",9,15,14
-10,-11,323,"JFK","SEA","DL",10,7,7
83,98,113,"EWR","ORD","MQ",7,23,13
0,-15,312,"JFK","LAX","VX",8,28,7
48,43,137,"EWR","TPA","B6",5,19,15
-6,15,175,"LGA","MIA","DL",11,27,15
12,1,49,"EWR","ORF","EV",4,10,8
20,1,150,"LGA","MIA","AA",10,9,18
-3,-16,152,"LGA","FLL","DL",2,17,14
1,19,114,"EWR","AVL","EV",12,23,13
-8,-23,74,"EWR","CMH","EV",3,27,6
-1,-19,157,"EWR","OMA","EV",9,16,20
8,38,101,"LGA","CLT","US",12,9,11
17,-32,40,"JFK","DCA","9E",6,4,20
-2,-2,99,"EWR","DTW","EV",1,10,6
-12,-15,362,"JFK","SFO","AA",4,23,8
14,-12,81,"LGA","DAY","9E",6,24,9
-3,-48,302,"JFK","SAN","B6",3,1,8
-6,-2,60,"JFK","BUF","B6",6,6,18
30,29,192,"EWR","IAH","UA",10,6,20
3,-24,135,"LGA","PBI","DL",9,30,11
-4,-12,86,"EWR","DTW","EV",12,30,20
7,3,148,"LGA","FLL","DL",10,10,7
-3,-21,50,"JFK","DCA","MQ",3,4,15
4,-2,104,"JFK","ATL","DL",9,23,13
9,46,203,"JFK","IAH","AA",5,23,17
-5,-39,100,"LGA","ORD","AA",7,15,7
4,-8,320,"EWR","SEA","UA",6,21,15
-4,-6,224,"LGA","IAH","UA",11,15,10
1,19,145,"EWR","ORD","UA",12,9,16
-3,-24,149,"LGA","PBI","DL",11,18,12
-3,-51,332,"JFK","SFO","AA",2,28,7
-7,-23,41,"LGA","BOS","US",8,19,11
-14,4,73,"LGA","RDU","MQ",9,16,19
-2,-18,184,"EWR","DFW","AA",5,24,12
-6,26,338,"JFK","LAS","AA",10,28,17
0,15,165,"JFK","MIA","DL",11,26,16
9,37,122,"EWR","CHS","EV",4,20,10
-5,-4,116,"LGA","ATL","DL",11,25,6
-6,3,149,"LGA","MIA","DL",10,9,11
56,41,126,"JFK","MCO","B6",5,15,19
-8,-50,135,"LGA","MCI","EV",5,7,7
2,-14,114,"LGA","MDW","WN",12,21,11
1,-20,137,"JFK","TPA","B6",10,31,8
0,-1,120,"EWR","ATL","DL",3,19,17
77,68,85,"LGA","CLT","US",1,24,10
1,-5,312,"JFK","LAX","UA",8,19,6
-4,-12,89,"JFK","CHS","B6",7,19,7
-3,-16,35,"EWR","BOS","UA",9,29,13
-3,11,328,"EWR","LAX","UA",7,10,11
18,20,157,"JFK","RSW","DL",3,16,16
0,10,107,"LGA","ATL","MQ",10,9,10
2,-27,324,"EWR","SEA","UA",11,27,16
-4,-15,129,"LGA","MCO","DL",9,24,12
-5,6,361,"EWR","SFO","UA",11,20,10
-8,-9,323,"EWR","SEA","AS",5,17,7
-8,-24,128,"LGA","MCO","B6",7,27,9
47,45,114,"EWR","ATL","EV",6,3,16
-10,-29,144,"LGA","MIA","AA",5,4,17
11,-12,334,"EWR","SNA","UA",2,14,17
19,14,105,"LGA","ATL","MQ",8,23,8
0,-1,36,"JFK","BWI","9E",1,5,8
-1,-19,185,"JFK","SJU","DL",12,7,14
-2,-16,112,"LGA","ATL","DL",7,2,10
3,18,339,"JFK","LAX","UA",11,4,8
-10,-39,89,"JFK","CVG","9E",9,16,19
22,7,146,"LGA","MSP","DL",8,20,16
-4,-26,36,"LGA","SYR","EV",7,30,12
-6,21,151,"JFK","MCO","B6",12,30,7
-20,-25,76,"LGA","CMH","MQ",5,14,20
28,32,85,"LGA","CLT","US",8,27,18
40,30,113,"LGA","MKE","WN",10,17,19
-8,-11,34,"EWR","PVD","EV",5,21,11
-3,-17,118,"JFK","ATL","DL",4,1,18
-8,-5,193,"JFK","SJU","AA",4,27,6
18,23,221,"LGA","DFW","AA",11,17,17
-2,-13,153,"JFK","FLL","B6",2,7,20
-3,-16,106,"EWR","ORD","UA",11,13,7
47,51,136,"JFK","ATL","DL",4,4,15
0,-25,215,"EWR","DEN","UA",10,21,16
82,38,102,"JFK","MKE","9E",5,4,16
16,-3,129,"JFK","MCO","B6",6,4,13
-3,5,96,"JFK","CLT","B6",4,3,8
-8,1,311,"JFK","LAS","B6",10,22,6
-5,-12,109,"LGA","MKE","WN",10,1,6
18,10,283,"EWR","PHX","UA",8,1,17
6,-17,152,"LGA","DSM","9E",10,21,19
-6,-19,80,"LGA","CLT","US",6,16,14
-8,-7,97,"JFK","CHS","B6",11,5,14
11,-28,291,"EWR","LAX","VX",7,19,9
-5,-29,650,"JFK","HNL","HA",3,7,9
6,-9,61,"LGA","BGR","EV",7,19,18
53,37,98,"JFK","ATL","DL",9,29,8
24,27,164,"JFK","TPA","AA",2,15,19
112,100,91,"EWR","CHS","EV",9,23,10
-5,-16,303,"JFK","PHX","US",2,21,16
5,-17,208,"EWR","DEN","UA",12,27,16
-7,2,206,"JFK","SJU","AA",8,13,9
-5,-7,109,"EWR","BNA","EV",6,4,19
-5,-4,171,"JFK","RSW","B6",1,5,6
9,32,121,"LGA","ATL","FL",10,15,6
-3,-25,289,"JFK","SLC","DL",2,7,6
-3,-3,42,"EWR","DCA","EV",2,6,12
96,121,122,"EWR","ATL","EV",4,22,16
0,7,156,"EWR","PBI","B6",10,22,16
-6,-17,100,"LGA","ORD","AA",8,25,6
0,-23,330,"EWR","SEA","UA",4,6,19
-17,-6,303,"EWR","LAS","UA",10,18,14
2,-4,120,"EWR","MKE","EV",12,24,10
-4,-11,107,"LGA","ATL","DL",10,8,10
119,128,53,"JFK","BUF","B6",1,13,22
17,17,274,"EWR","SLC","DL",6,22,17
12,-41,307,"EWR","PDX","UA",2,27,17
-10,-33,65,"LGA","RDU","MQ",7,7,11
34,13,335,"EWR","SEA","UA",12,27,18
2,23,125,"EWR","MCO","B6",7,24,21
6,3,59,"EWR","CLE","UA",5,6,14
0,-5,198,"EWR","DFW","AA",1,18,17
-4,-12,318,"JFK","LAS","DL",4,2,15
-2,-14,74,"LGA","CMH","MQ",9,4,10
6,-11,148,"LGA","MIA","AA",7,23,8
-7,-9,117,"LGA","ATL","FL",2,25,6
23,28,71,"JFK","CLE","MQ",8,27,14
-6,-38,100,"LGA","ORD","UA",5,1,19
-2,36,74,"LGA","CLE","MQ",12,29,15
-2,-21,48,"JFK","BUF","B6",4,29,14
-2,-15,45,"JFK","PWM","B6",7,21,7
110,100,48,"JFK","ROC","B6",7,18,20
-3,-25,125,"LGA","STL","AA",8,6,15
89,55,301,"JFK","SAN","B6",7,8,16
1,-3,192,"EWR","DFW","UA",9,23,13
1,-18,176,"EWR","IAH","UA",10,9,15
-5,-23,37,"EWR","BOS","EV",4,20,17
-4,-11,154,"LGA","MEM","DL",2,7,10
14,41,345,"JFK","SAN","AA",11,8,17
-1,9,110,"LGA","ATL","DL",11,10,18
28,21,72,"EWR","GSO","EV",1,18,16
26,57,73,"LGA","CLE","EV",4,9,19
-6,-11,171,"LGA","FLL","DL",12,26,6
0,-36,295,"EWR","SAN","UA",9,29,17
34,27,144,"LGA","FLL","DL",10,10,13
-7,-1,96,"EWR","GRR","EV",4,24,20
-7,-9,52,"JFK","DCA","MQ",2,16,11
-9,-33,197,"JFK","SJU","DL",10,28,6
-10,-29,327,"EWR","SFO","VX",8,27,10
-4,-5,130,"LGA","TPA","DL",8,27,8
-6,9,48,"JFK","DCA","MQ",10,8,17
-9,-3,99,"LGA","CLT","US",11,23,17
0,-33,146,"EWR","FLL","UA",1,25,8
1,8,69,"EWR","RDU","EV",3,22,8
-5,-18,324,"JFK","LAX","VX",5,22,9
-3,-29,133,"EWR","TPA","UA",5,28,10
40,22,134,"JFK","FLL","B6",8,6,12
23,-4,297,"JFK","LAS","B6",1,7,21
-5,1,113,"LGA","ATL","DL",9,17,12
1,-41,208,"LGA","DEN","WN",9,7,13
81,61,108,"EWR","BNA","EV",12,4,15
-4,-14,110,"EWR","ATL","DL",2,3,15
69,69,111,"EWR","MDW","WN",7,2,18
-8,-7,187,"JFK","MSY","B6",2,20,14
-4,-20,105,"EWR","ATL","DL",11,3,15
-3,-16,199,"EWR","SJU","UA",11,1,7
34,23,323,"JFK","BUR","B6",10,12,18
22,30,171,"JFK","MSY","B6",8,6,14
12,19,51,"EWR","DCA","EV",2,26,17
-4,-11,148,"JFK","FLL","B6",11,24,18
-1,-8,157,"LGA","MIA","DL",6,18,9
-3,12,87,"JFK","CLT","US",3,27,8
-6,-23,50,"EWR","BUF","EV",1,19,19
-1,-8,112,"JFK","ORD","B6",7,5,20
-8,-30,77,"EWR","CLT","EV",8,31,21
-7,9,174,"LGA","MIA","AA",4,13,7
12,35,128,"LGA","BNA","MQ",2,4,16
-8,12,170,"JFK","FLL","B6",3,2,20
4,26,374,"EWR","SFO","UA",12,3,12
-6,-5,78,"LGA","CLE","EV",12,20,20
-7,-21,158,"LGA","MSP","DL",12,3,18
-5,-28,278,"JFK","PHX","US",9,23,10
2,-6,153,"EWR","PBI","UA",1,17,7
-1,-19,88,"EWR","CHS","EV",3,9,10
-7,-11,146,"JFK","PBI","B6",11,26,9
-7,-43,188,"EWR","BQN","UA",9,21,21
-6,-27,124,"EWR","STL","EV",9,3,20
5,-14,33,"EWR","ALB","EV",1,2,13
0,-10,144,"LGA","MSP","DL",5,10,11
8,-18,345,"EWR","SFO","UA",3,11,8
-5,-9,39,"EWR","BOS","UA",1,28,10
-7,-19,62,"LGA","RDU","MQ",10,2,13
-4,34,116,"EWR","ORD","UA",6,17,14
1,-20,287,"EWR","PHX","US",3,12,13
0,16,140,"JFK","MCO","B6",7,28,14
17,-7,71,"EWR","CLT","US",9,6,17
-2,-5,61,"EWR","CLE","UA",8,11,20
-4,-16,102,"JFK","ATL","DL",10,2,21
-2,-10,164,"LGA","FLL","DL",1,3,7
-5,15,99,"JFK","CHS","B6",6,18,14
9,-26,317,"JFK","SFO","VX",7,18,16
-3,-16,110,"LGA","ATL","DL",3,2,9
-6,1,136,"EWR","ORD","MQ",1,15,16
0,8,155,"LGA","RSW","DL",3,7,11
51,37,149,"EWR","MSP","EV",2,24,13
-7,-6,98,"EWR","CVG","EV",2,16,15
3,10,119,"JFK","ATL","DL",9,1,18
26,23,108,"LGA","BNA","MQ",8,4,11
-5,-18,161,"LGA","MIA","DL",1,1,7
4,-17,153,"JFK","FLL","DL",8,23,15
14,9,323,"EWR","LAX","UA",10,9,16
-6,-2,347,"JFK","SAN","AA",12,22,17
-6,-31,347,"EWR","SFO","UA",3,6,6
-4,6,124,"LGA","ATL","FL",3,12,8
-8,-30,150,"LGA","MIA","DL",1,10,11
-5,-6,174,"LGA","XNA","MQ",4,8,7
15,3,153,"EWR","FLL","UA",12,4,13
-7,-12,118,"LGA","BNA","WN",12,4,11
-3,-28,79,"LGA","DTW","DL",5,27,11
18,7,279,"JFK","SLC","DL",7,5,15
-8,-29,122,"LGA","ATL","DL",4,20,20
98,107,124,"EWR","ORD","MQ",2,23,7
5,4,115,"JFK","ORD","9E",5,22,8
-3,-17,43,"JFK","DCA","MQ",11,22,12
3,8,120,"EWR","ATL","DL",3,11,10
-8,-8,95,"EWR","DTW","EV",1,15,8
7,8,127,"EWR","MCO","B6",4,15,12
-6,-59,196,"LGA","DEN","UA",5,4,8
-4,-9,361,"JFK","SFO","UA",1,11,18
-7,0,189,"LGA","IAH","UA",7,2,5
-10,-11,76,"LGA","DTW","MQ",5,1,13
15,22,157,"EWR","PBI","B6",11,12,18
5,17,103,"LGA","BNA","MQ",6,11,9
-13,-28,42,"EWR","ROC","EV",7,26,12
-6,-28,103,"EWR","ATL","DL",10,28,13
-2,12,54,"LGA","CHO","EV",3,4,19
2,-43,298,"JFK","LAX","UA",9,5,20
109,166,86,"LGA","DTW","DL",7,10,18
44,59,69,"LGA","CLE","MQ",4,23,13
0,-14,93,"EWR","CHS","EV",11,5,8
9,-3,333,"EWR","SFO","UA",4,18,13
-6,-28,120,"LGA","STL","AA",6,21,18
-2,15,333,"JFK","SFO","UA",2,12,7
-9,-6,355,"JFK","SFO","UA",5,27,14
-8,-8,61,"EWR","ORF","EV",1,14,12
-2,-10,602,"EWR","HNL","UA",6,21,13
16,0,134,"EWR","TPA","UA",9,30,8
57,36,78,"EWR","CLT","EV",3,6,15
-6,-11,349,"JFK","LAX","AA",4,1,13
5,-4,330,"EWR","LAX","UA",5,28,15
-4,-33,333,"JFK","LAX","AA",1,30,15
0,-40,320,"EWR","LAX","UA",5,6,7
51,51,162,"JFK","MSY","B6",9,2,21
-3,29,90,"LGA","CLT","MQ",12,20,8
-1,-25,75,"JFK","CMH","MQ",5,29,15
-2,-24,148,"LGA","MIA","AA",7,3,10
-3,-21,205,"EWR","SAT","UA",8,12,17
-7,-21,122,"LGA","ATL","DL",12,31,14
11,26,29,"JFK","PHL","9E",5,21,9
-4,-6,94,"EWR","DAY","EV",12,27,8
-1,-9,107,"EWR","IND","EV",12,13,6
79,80,37,"EWR","BWI","EV",3,12,21
2,13,366,"EWR","LAX","UA",12,6,7
-3,-13,105,"EWR","ATL","DL",9,30,7
0,82,347,"JFK","SEA","DL",8,22,7
-8,11,120,"EWR","ATL","DL",10,22,6
-5,-8,345,"JFK","LAX","AA",11,22,12
2,19,93,"EWR","CLT","US",12,14,10
-5,-20,69,"JFK","CMH","MQ",6,8,19
-4,21,212,"JFK","MSP","9E",2,6,15
14,-3,159,"LGA","MIA","DL",12,23,11
-8,-36,87,"LGA","CLT","US",9,22,6
-6,8,161,"LGA","MIA","DL",3,13,7
47,44,84,"EWR","CMH","EV",3,23,6
-4,-60,275,"JFK","LAS","AA",8,26,17
35,40,146,"JFK","PBI","B6",2,21,21
25,44,123,"LGA","ATL","DL",11,26,20
0,-23,215,"LGA","DEN","UA",10,1,11
0,19,106,"JFK","ATL","DL",9,21,18
-3,-13,116,"EWR","ATL","DL",1,29,9
68,134,85,"LGA","DAY","9E",7,19,18
6,0,112,"LGA","ORD","UA",8,11,20
-6,-7,201,"LGA","DFW","AA",11,11,7
-7,-19,144,"EWR","FLL","UA",10,5,16
50,2,317,"JFK","LAX","VX",2,27,9
35,10,201,"EWR","DEN","WN",8,29,15
-4,-23,149,"EWR","TPA","UA",1,8,20
-5,-7,116,"LGA","ATL","DL",4,21,21
-2,-22,143,"JFK","FLL","B6",5,10,9
15,-13,90,"LGA","CHS","EV",10,8,20
82,61,150,"EWR","MSY","UA",5,8,21
-7,-27,131,"LGA","TPA","DL",10,13,19
23,27,103,"EWR","SDF","EV",5,17,21
2,-15,228,"JFK","DEN","DL",11,2,19
4,-7,85,"EWR","CLT","EV",3,11,12
0,5,162,"JFK","MIA","AA",10,20,7
-1,-11,87,"LGA","DTW","MQ",11,1,13
-7,-27,77,"LGA","DTW","DL",8,23,11
-9,-13,144,"EWR","FLL","B6",4,18,6
-18,-38,118,"LGA","ORD","AA",10,20,10
-2,-26,40,"JFK","BOS","AA",8,5,19
-3,-30,115,"JFK","ORD","AA",3,26,17
-1,-11,146,"EWR","PBI","UA",11,24,11
-7,-22,79,"LGA","CMH","MQ",10,30,10
-2,-6,105,"JFK","ATL","DL",6,2,8
-8,-19,101,"LGA","ATL","MQ",3,15,8
39,16,279,"EWR","PHX","WN",4,29,13
3,-14,111,"EWR","ORD","UA",7,2,15
25,0,226,"JFK","DEN","B6",6,17,21
-2,-33,355,"JFK","SFO","VX",2,13,10
30,53,49,"LGA","DCA","US",3,25,8
-1,9,74,"LGA","RDU","MQ",6,5,8
-5,-3,118,"LGA","BHM","EV",8,3,16
8,6,204,"EWR","DFW","UA",11,7,13
19,-1,67,"LGA","RDU","MQ",8,10,12
0,-1,41,"EWR","BOS","EV",3,23,8
36,39,53,"EWR","BOS","B6",3,15,16
-4,-10,46,"EWR","RIC","EV",9,15,20
2,-16,133,"EWR","TPA","UA",9,19,6
-3,-2,128,"LGA","ATL","DL",1,17,10
