assets,e401k,age,educ,income,incomecat,pension,married,twoearn,ira,ownhome
43959,Eligible,45,12,37893,3,No pension,Married,Yes,No,Yes
0,Eligible,43,14,30000,2,Receives pension,Married,No,No,No
47922,Eligible,54,16,107097,4,Receives pension,Married,Yes,No,Yes
94000,Eligible,42,12,103050,4,Receives pension,Married,Yes,No,Yes
-10550,Eligible,32,14,73707,4,Receives pension,Married,Yes,No,Yes
-350,Eligible,28,12,17928,1,Receives pension,Not married,No,No,No
-655,Eligible,37,12,16092,0,Receives pension,Not married,No,No,No
33500,Eligible,47,13,43068,3,Receives pension,Married,Yes,Yes,Yes
1000,Eligible,51,14,13005,0,No pension,Not married,No,No,No
54860,Eligible,40,16,65346,4,No pension,Married,Yes,Yes,Yes
12500,Eligible,37,17,50619,3,Receives pension,Not married,No,Yes,Yes
4400,Eligible,64,14,22983,1,Receives pension,Not married,No,Yes,Yes
105950,Eligible,54,16,70179,4,No pension,Married,Yes,No,Yes
6405,Eligible,25,14,51315,3,No pension,Married,Yes,No,Yes
135800,Eligible,46,12,72540,4,No pension,Married,Yes,Yes,Yes
-8600,Eligible,36,17,40308,3,No pension,Married,Yes,Yes,Yes
3872,Eligible,54,14,26301,1,No pension,Married,No,No,No
400,Eligible,43,13,25500,1,No pension,Not married,No,No,Yes
-1800,Eligible,43,12,27354,2,No pension,Not married,No,No,Yes
66900,Eligible,39,18,47838,3,No pension,Not married,No,No,Yes
125179,Eligible,45,12,22953,1,Receives pension,Not married,No,Yes,Yes
12414,Eligible,36,12,59112,4,Receives pension,Married,Yes,No,Yes
-1425,Eligible,32,12,24678,1,No pension,Married,Yes,No,Yes
-4331,Eligible,38,16,27693,2,Receives pension,Not married,No,No,Yes
-1550,Eligible,35,14,16371,0,Receives pension,Not married,No,No,Yes
86872,Eligible,30,16,51993,3,No pension,Married,No,Yes,Yes
800,Eligible,54,15,45900,3,Receives pension,Married,Yes,No,Yes
59800,Eligible,61,12,47100,3,No pension,Not married,No,No,Yes
-1395,Eligible,47,12,48375,3,Receives pension,Married,Yes,No,Yes
-3000,Eligible,48,12,13845,0,No pension,Not married,No,No,Yes
5200,Eligible,37,14,24000,1,No pension,Married,No,No,No
-8410,Eligible,25,12,22110,1,No pension,Married,Yes,No,Yes
28080,Eligible,61,12,48900,3,Receives pension,Not married,No,Yes,Yes
0,Eligible,27,12,31005,2,Receives pension,Not married,No,No,No
67100,Eligible,29,16,98100,4,No pension,Married,No,Yes,Yes
-7031,Eligible,48,12,96837,4,Receives pension,Married,Yes,Yes,Yes
107000,Eligible,44,18,44790,3,No pension,Not married,No,Yes,Yes
1300,Eligible,26,12,38145,3,Receives pension,Married,Yes,No,No
-700,Eligible,60,12,70200,4,Receives pension,Married,Yes,No,No
21750,Eligible,62,15,19206,1,Receives pension,Not married,No,No,No
45418,Eligible,48,12,45702,3,No pension,Married,Yes,Yes,Yes
772,Eligible,30,14,15486,0,Receives pension,Not married,No,No,No
-4675,Eligible,32,12,62382,4,Receives pension,Married,Yes,No,Yes
10150,Eligible,61,14,20826,1,Receives pension,Not married,No,Yes,No
400,Eligible,40,12,16374,0,No pension,Not married,No,No,No
358200,Eligible,48,18,143787,4,No pension,Married,No,Yes,Yes
38700,Eligible,42,12,89253,4,Receives pension,Married,Yes,No,Yes
62600,Eligible,39,12,50979,3,No pension,Married,Yes,Yes,Yes
25599,Eligible,37,18,35916,2,Receives pension,Not married,No,No,No
15300,Eligible,46,12,58347,4,Receives pension,Married,Yes,Yes,Yes
162100,Eligible,36,13,70878,4,No pension,Married,Yes,Yes,Yes
-2981,Eligible,29,10,28050,2,Receives pension,Married,Yes,No,No
-7438,Eligible,36,14,1962,0,No pension,Not married,No,No,No
21100,Eligible,28,16,29970,2,Receives pension,Married,No,Yes,No
14248,Eligible,43,14,80490,4,No pension,Married,Yes,Yes,Yes
400,Eligible,47,10,15000,0,No pension,Married,Yes,No,Yes
-450,Eligible,36,12,17736,1,No pension,Not married,No,No,No
15400,Eligible,41,14,59937,4,Receives pension,Married,Yes,No,Yes
900,Eligible,44,13,14592,0,No pension,Not married,No,No,Yes
3549,Eligible,31,15,13326,0,No pension,Married,No,No,Yes
-4500,Eligible,27,12,14430,0,No pension,Not married,No,No,No
1449,Eligible,33,12,42660,3,No pension,Married,Yes,No,Yes
14000,Eligible,45,12,48663,3,No pension,Married,Yes,No,Yes
62500,Eligible,61,12,48828,3,No pension,Married,No,Yes,Yes
21299,Eligible,63,12,59340,4,Receives pension,Married,Yes,Yes,Yes
-200,Eligible,34,12,47547,3,No pension,Married,Yes,Yes,Yes
9900,Eligible,35,16,40860,3,Receives pension,Not married,No,No,No
480,Eligible,32,12,39453,3,Receives pension,Married,Yes,Yes,Yes
4899,Eligible,27,12,36201,2,No pension,Married,Yes,No,Yes
44500,Eligible,40,17,62700,4,Receives pension,Married,Yes,No,No
22749,Eligible,35,12,34854,2,Receives pension,Married,Yes,No,Yes
46603,Eligible,54,12,101826,4,No pension,Married,Yes,Yes,Yes
7249,Eligible,54,12,88689,4,No pension,Married,Yes,Yes,Yes
4420,Eligible,29,12,50367,3,No pension,Married,Yes,No,Yes
-4384,Eligible,43,16,34752,2,Receives pension,Not married,No,No,Yes
500,Eligible,27,17,37626,3,No pension,Married,Yes,No,Yes
334,Eligible,44,12,10650,0,No pension,Not married,No,No,No
18000,Eligible,34,14,33084,2,No pension,Married,No,No,Yes
125170,Eligible,31,14,58095,4,Receives pension,Not married,No,Yes,No
39036,Eligible,42,14,29289,2,Receives pension,Not married,No,No,Yes
-1456,Eligible,28,15,57360,4,Receives pension,Married,Yes,No,Yes
2300,Eligible,32,13,27405,2,Receives pension,Not married,No,No,Yes
-2667,Eligible,44,14,38862,3,Receives pension,Married,Yes,No,Yes
50700,Eligible,42,18,80400,4,No pension,Married,Yes,Yes,Yes
20150,Eligible,33,12,25752,1,No pension,Not married,No,No,Yes
-290,Eligible,30,17,48363,3,No pension,Married,Yes,No,Yes
945,Eligible,43,15,16866,0,Receives pension,Not married,No,No,Yes
-200,Eligible,37,14,19644,1,Receives pension,Not married,No,No,Yes
15500,Eligible,49,12,23670,1,No pension,Married,No,No,Yes
36998,Eligible,37,12,78450,4,No pension,Married,Yes,No,Yes
124000,Eligible,41,14,28350,2,No pension,Married,Yes,Yes,Yes
106150,Eligible,25,16,25275,1,No pension,Not married,No,Yes,No
5999,Eligible,31,16,39126,3,No pension,Married,Yes,No,Yes
17900,Eligible,28,16,70071,4,No pension,Married,Yes,No,No
12452,Eligible,43,16,33954,2,No pension,Married,No,Yes,Yes
1855,Eligible,30,13,25950,1,No pension,Married,No,No,No
-4569,Eligible,42,17,51252,3,No pension,Married,Yes,Yes,Yes
3900,Eligible,31,14,49410,3,Receives pension,Married,Yes,No,No
34900,Eligible,54,16,85860,4,No pension,Married,Yes,Yes,Yes
-1700,Eligible,26,13,18378,1,Receives pension,Not married,No,No,No
2760,Eligible,42,16,25257,1,No pension,Not married,No,No,No
-601,Eligible,36,12,39450,3,Receives pension,Married,Yes,No,Yes
6442,Eligible,31,14,23481,1,Receives pension,Not married,No,No,No
12950,Eligible,58,8,37068,2,No pension,Married,No,No,Yes
259198,Eligible,39,18,100287,4,Receives pension,Not married,No,Yes,No
2400,Eligible,28,17,52248,3,Receives pension,Married,Yes,No,Yes
6043,Eligible,40,14,44736,3,No pension,Married,Yes,No,Yes
7800,Eligible,38,5,22011,1,No pension,Married,No,No,Yes
-1050,Eligible,31,18,31434,2,Receives pension,Not married,No,No,No
9000,Eligible,59,13,102150,4,No pension,Married,Yes,No,Yes
4500,Eligible,30,16,43314,3,Receives pension,Married,Yes,No,No
4339,Eligible,38,16,28131,2,No pension,Not married,No,No,No
-1300,Eligible,35,9,24924,1,No pension,Married,No,No,Yes
62149,Eligible,49,12,60069,4,No pension,Married,No,Yes,Yes
8200,Eligible,32,12,20640,1,Receives pension,Not married,No,No,Yes
-13670,Eligible,55,17,33738,2,No pension,Married,No,No,No
-3751,Eligible,38,14,45027,3,No pension,Married,Yes,No,Yes
62679,Eligible,28,16,26646,2,Receives pension,Not married,No,No,No
2329,Eligible,44,12,26844,2,Receives pension,Married,Yes,Yes,Yes
7196,Eligible,26,16,38604,3,No pension,Married,Yes,Yes,Yes
3300,Eligible,44,12,20646,1,Receives pension,Not married,No,No,No
35450,Eligible,28,16,38889,3,No pension,Not married,No,Yes,Yes
5866,Eligible,31,16,20922,1,Receives pension,Not married,No,Yes,No
12049,Eligible,43,14,32712,2,Receives pension,Married,Yes,No,Yes
9400,Eligible,30,16,59748,4,Receives pension,Not married,No,No,No
-2950,Eligible,39,11,37815,3,Receives pension,Not married,No,No,Yes
2000,Eligible,36,12,30450,2,Receives pension,Married,Yes,Yes,No
52400,Eligible,47,16,92931,4,Receives pension,Married,Yes,Yes,Yes
100,Eligible,35,15,14556,0,Receives pension,Not married,No,No,No
16170,Eligible,46,12,36525,2,Receives pension,Not married,No,No,No
9700,Eligible,39,10,46029,3,No pension,Married,Yes,Yes,Yes
0,Eligible,60,10,14640,0,No pension,Not married,No,No,No
3500,Eligible,41,18,40050,3,Receives pension,Not married,No,No,Yes
47300,Eligible,53,12,30900,2,No pension,Not married,No,No,Yes
9000,Eligible,36,12,59046,4,No pension,Married,Yes,No,Yes
188700,Eligible,55,1,87735,4,Receives pension,Married,Yes,Yes,Yes
20084,Eligible,38,16,33921,2,No pension,Married,Yes,Yes,No
7500,Eligible,35,12,33690,2,No pension,Married,Yes,No,No
8500,Eligible,30,14,20430,1,No pension,Not married,No,No,Yes
40050,Eligible,32,14,47691,3,Receives pension,Married,Yes,Yes,Yes
2312,Eligible,60,12,14181,0,No pension,Not married,No,No,Yes
24566,Eligible,38,12,47316,3,No pension,Married,Yes,Yes,Yes
373556,Eligible,59,16,43317,3,No pension,Not married,No,Yes,Yes
3749,Eligible,27,13,25689,1,No pension,Married,Yes,Yes,No
10150,Eligible,29,14,36294,2,No pension,Married,Yes,Yes,Yes
46232,Eligible,38,12,69714,4,Receives pension,Married,Yes,Yes,Yes
-5830,Eligible,42,12,21156,1,No pension,Married,No,No,Yes
77200,Eligible,36,12,33312,2,Receives pension,Not married,No,No,Yes
2850,Eligible,38,12,15000,0,Receives pension,Not married,No,No,Yes
5000,Eligible,43,17,4605,0,No pension,Married,No,No,No
41750,Eligible,50,18,35700,2,Receives pension,Not married,No,No,No
4550,Eligible,34,16,48501,3,No pension,Married,Yes,Yes,No
2718,Eligible,40,13,39165,3,No pension,Married,Yes,No,Yes
1049,Eligible,37,18,33489,2,No pension,Not married,No,Yes,Yes
47598,Eligible,46,12,69780,4,No pension,Married,Yes,Yes,Yes
23312,Eligible,41,12,27111,2,No pension,Married,Yes,No,Yes
-50,Eligible,41,12,41415,3,No pension,Married,Yes,No,Yes
5930,Eligible,44,16,43914,3,Receives pension,Not married,No,No,No
12596,Eligible,36,12,36552,2,No pension,Married,Yes,No,Yes
46000,Eligible,48,18,60000,4,No pension,Not married,No,Yes,Yes
-3100,Eligible,46,16,27000,2,Receives pension,Married,No,No,Yes
-6700,Eligible,33,12,48705,3,No pension,Married,Yes,No,No
132100,Eligible,43,12,103080,4,No pension,Married,No,No,Yes
18500,Eligible,42,12,14160,0,No pension,Married,No,No,No
5199,Eligible,46,18,90300,4,Receives pension,Married,Yes,No,Yes
785,Eligible,43,12,26298,1,No pension,Married,Yes,No,No
108359,Eligible,53,12,70923,4,No pension,Married,Yes,Yes,Yes
3750,Eligible,43,12,28080,2,No pension,Not married,No,No,No
1534,Eligible,51,12,40683,3,No pension,Married,No,No,Yes
2750,Eligible,45,10,44067,3,No pension,Married,Yes,No,Yes
4847,Eligible,33,15,32739,2,No pension,Not married,No,No,Yes
30800,Eligible,27,16,73020,4,Receives pension,Married,Yes,Yes,Yes
18500,Eligible,35,12,29970,2,No pension,Not married,No,No,No
26800,Eligible,30,16,59685,4,Receives pension,Married,Yes,No,Yes
749,Eligible,33,12,46245,3,No pension,Married,No,No,Yes
23210,Eligible,35,12,54963,4,Receives pension,Married,Yes,No,Yes
-6943,Eligible,34,15,22779,1,No pension,Married,No,No,No
8000,Eligible,42,13,65280,4,Receives pension,Married,Yes,No,Yes
1158,Eligible,54,12,10374,0,No pension,Married,No,No,Yes
32754,Eligible,34,14,74472,4,No pension,Married,Yes,Yes,Yes
-6051,Eligible,45,12,25353,1,No pension,Not married,No,No,Yes
21900,Eligible,44,12,29913,2,Receives pension,Not married,No,No,No
70682,Eligible,42,13,89520,4,No pension,Married,Yes,No,Yes
-2542,Eligible,34,12,27213,2,Receives pension,Married,Yes,No,Yes
17600,Eligible,38,18,99645,4,Receives pension,Married,Yes,No,Yes
34900,Eligible,46,12,70374,4,No pension,Married,Yes,No,Yes
8420,Eligible,26,1,22992,1,No pension,Married,Yes,No,No
32920,Eligible,32,16,76992,4,No pension,Married,No,Yes,No
43500,Eligible,51,13,57783,4,Receives pension,Married,Yes,No,Yes
0,Eligible,58,15,25497,1,Receives pension,Not married,No,No,No
3274,Eligible,29,12,20175,1,No pension,Not married,No,No,Yes
-4201,Eligible,28,18,37170,2,No pension,Married,Yes,No,Yes
80850,Eligible,49,12,71691,4,No pension,Married,Yes,No,Yes
38399,Eligible,43,16,48471,3,No pension,Not married,No,Yes,Yes
131844,Eligible,32,14,39882,3,No pension,Married,No,Yes,Yes
4100,Eligible,41,12,69840,4,No pension,Married,Yes,No,Yes
1018238,Eligible,45,18,71358,4,Receives pension,Not married,No,No,Yes
131408,Eligible,48,16,34290,2,Receives pension,Married,No,Yes,Yes
1072,Eligible,60,12,39675,3,No pension,Married,Yes,No,Yes
53749,Eligible,52,12,35424,2,No pension,Married,No,No,Yes
45500,Eligible,35,17,50400,3,No pension,Married,Yes,No,Yes
4450,Eligible,39,12,48054,3,No pension,Married,Yes,No,Yes
95700,Eligible,34,16,102666,4,Receives pension,Married,Yes,No,Yes
24699,Eligible,56,14,34803,2,Receives pension,Married,Yes,Yes,No
-2600,Eligible,64,12,36693,2,No pension,Married,Yes,No,Yes
115000,Eligible,59,13,69435,4,Receives pension,Married,Yes,Yes,Yes
22050,Eligible,37,12,30504,2,No pension,Not married,No,No,Yes
5299,Eligible,27,12,26901,2,No pension,Married,Yes,Yes,No
6240,Eligible,43,12,20430,1,No pension,Married,No,No,Yes
5600,Eligible,39,18,61986,4,No pension,Married,Yes,No,Yes
20600,Eligible,44,14,46869,3,Receives pension,Married,Yes,Yes,No
-6000,Eligible,29,15,52800,3,No pension,Married,Yes,No,Yes
-8950,Eligible,29,12,29997,2,No pension,Married,No,No,No
65480,Eligible,42,12,75948,4,Receives pension,Married,Yes,No,Yes
36983,Eligible,54,12,73311,4,No pension,Married,No,Yes,Yes
5250,Eligible,30,8,26877,2,No pension,Not married,No,No,No
158,Eligible,41,12,23454,1,Receives pension,Not married,No,No,Yes
-13960,Eligible,27,16,22050,1,No pension,Not married,No,No,No
66674,Eligible,37,16,35328,2,No pension,Married,No,Yes,Yes
32292,Eligible,32,16,79206,4,No pension,Married,Yes,No,No
6320,Eligible,38,12,40350,3,Receives pension,Married,Yes,No,Yes
72650,Eligible,45,12,67425,4,No pension,Married,Yes,Yes,Yes
5162,Eligible,36,12,36354,2,Receives pension,Not married,No,No,Yes
51000,Eligible,46,14,80700,4,No pension,Married,Yes,Yes,Yes
21900,Eligible,42,12,44874,3,No pension,Married,Yes,No,Yes
6700,Eligible,52,16,75612,4,Receives pension,Married,Yes,No,Yes
41725,Eligible,37,13,83868,4,Receives pension,Married,Yes,No,Yes
19375,Eligible,44,18,108795,4,No pension,Married,Yes,Yes,No
42150,Eligible,61,12,16092,0,Receives pension,Not married,No,No,Yes
6250,Eligible,45,12,19200,1,No pension,Married,No,No,Yes
72475,Eligible,41,15,91689,4,Receives pension,Married,Yes,Yes,Yes
23833,Eligible,34,14,53700,3,Receives pension,Married,Yes,No,Yes
10475,Eligible,30,18,42780,3,Receives pension,Not married,No,No,Yes
63700,Eligible,41,18,47238,3,Receives pension,Not married,No,Yes,Yes
-2950,Eligible,41,15,35772,2,No pension,Married,Yes,No,Yes
17950,Eligible,41,18,77457,4,No pension,Married,Yes,No,Yes
35,Eligible,25,12,9666,0,Receives pension,Not married,No,No,Yes
2406,Eligible,25,12,21042,1,Receives pension,Married,No,No,No
-6594,Eligible,32,18,36012,2,No pension,Not married,No,No,No
10700,Eligible,42,12,38091,3,Receives pension,Married,Yes,No,Yes
43352,Eligible,49,12,47727,3,No pension,Married,No,No,Yes
0,Eligible,30,6,19497,1,No pension,Not married,No,No,No
34908,Eligible,43,12,31239,2,No pension,Married,No,No,No
15000,Eligible,33,12,72300,4,No pension,Married,No,No,Yes
14500,Eligible,33,16,79860,4,No pension,Married,Yes,No,Yes
2570,Eligible,31,13,33693,2,Receives pension,Not married,No,No,No
23152,Eligible,48,18,77523,4,No pension,Married,Yes,No,Yes
79565,Eligible,35,14,79818,4,No pension,Married,Yes,Yes,Yes
21419,Eligible,41,14,44883,3,Receives pension,Not married,No,Yes,Yes
-9000,Eligible,39,16,63690,4,Receives pension,Not married,No,No,No
53950,Eligible,52,18,103563,4,No pension,Married,Yes,Yes,Yes
-1900,Eligible,37,12,23802,1,Receives pension,Married,Yes,No,Yes
2600,Eligible,58,12,11325,0,Receives pension,Not married,No,No,No
10275,Eligible,33,15,61029,4,No pension,Married,Yes,No,Yes
-750,Eligible,28,12,31926,2,No pension,Married,Yes,No,No
19600,Eligible,31,16,36936,2,No pension,Not married,No,No,No
102132,Eligible,53,13,82971,4,No pension,Married,Yes,Yes,Yes
21810,Eligible,38,14,45741,3,No pension,Married,Yes,No,Yes
5100,Eligible,44,14,46593,3,No pension,Not married,No,No,Yes
41119,Eligible,35,17,75372,4,Receives pension,Married,Yes,No,Yes
-240,Eligible,27,12,23097,1,No pension,Married,No,No,No
-6600,Eligible,44,12,58428,4,Receives pension,Married,Yes,Yes,Yes
6400,Eligible,34,18,47928,3,No pension,Married,No,Yes,Yes
65500,Eligible,54,13,51990,3,No pension,Married,Yes,Yes,Yes
10410,Eligible,33,14,26943,2,No pension,Not married,No,No,No
-9100,Eligible,39,18,62184,4,No pension,Not married,No,Yes,No
46850,Eligible,43,13,43788,3,Receives pension,Not married,No,Yes,Yes
37510,Eligible,47,18,70926,4,No pension,Married,Yes,Yes,Yes
84228,Eligible,56,12,29556,2,No pension,Married,No,Yes,Yes
85000,Eligible,34,16,48270,3,No pension,Not married,No,Yes,Yes
1560,Eligible,35,15,16395,0,Receives pension,Not married,No,No,No
30800,Eligible,63,16,75804,4,Receives pension,Married,Yes,No,Yes
1049,Eligible,29,16,23409,1,No pension,Not married,No,No,No
27332,Eligible,52,12,70392,4,No pension,Married,Yes,Yes,Yes
3000,Eligible,33,12,41283,3,No pension,Married,No,No,Yes
53948,Eligible,43,14,65700,4,Receives pension,Married,Yes,No,Yes
19679,Eligible,49,13,58920,4,Receives pension,Married,Yes,No,Yes
5168,Eligible,50,12,64026,4,Receives pension,Married,Yes,No,No
59400,Eligible,38,15,29220,2,No pension,Married,Yes,No,Yes
4799,Eligible,62,12,30558,2,Receives pension,Married,Yes,No,Yes
1574,Eligible,38,12,33345,2,No pension,Married,Yes,No,Yes
49,Eligible,26,14,20340,1,Receives pension,Not married,No,No,No
77875,Eligible,58,12,66987,4,Receives pension,Married,Yes,Yes,Yes
7804,Eligible,47,12,44244,3,No pension,Married,Yes,Yes,No
73300,Eligible,47,16,55107,4,Receives pension,Married,Yes,Yes,Yes
-1388,Eligible,34,12,17955,1,No pension,Married,Yes,No,Yes
16700,Eligible,31,17,29562,2,No pension,Not married,No,No,No
3200,Eligible,41,12,11106,0,No pension,Not married,No,No,No
167000,Eligible,45,16,101496,4,Receives pension,Not married,No,Yes,No
43,Eligible,46,13,38061,3,No pension,Not married,No,No,No
26877,Eligible,49,12,56877,4,Receives pension,Married,Yes,Yes,Yes
398241,Eligible,35,16,153018,4,No pension,Married,Yes,Yes,Yes
79500,Eligible,41,18,89952,4,Receives pension,Married,Yes,Yes,Yes
4900,Eligible,50,14,38595,3,No pension,Married,Yes,Yes,Yes
27999,Eligible,57,12,17484,1,No pension,Not married,No,No,Yes
-21548,Eligible,27,14,39981,3,No pension,Married,Yes,No,No
144498,Eligible,62,12,50373,3,No pension,Married,No,Yes,Yes
92375,Eligible,57,12,26142,1,No pension,Not married,No,Yes,Yes
579,Eligible,32,12,22383,1,Receives pension,Married,Yes,No,No
264,Eligible,60,11,20388,1,No pension,Married,No,Yes,Yes
25130,Eligible,35,12,49920,3,Receives pension,Married,Yes,Yes,Yes
51011,Eligible,55,13,74688,4,No pension,Married,Yes,Yes,Yes
4850,Eligible,35,12,26241,1,No pension,Not married,No,Yes,Yes
-8860,Eligible,38,14,50070,3,No pension,Married,Yes,No,Yes
5000,Eligible,28,16,68142,4,No pension,Married,Yes,No,Yes
-13201,Eligible,27,18,54708,4,Receives pension,Married,Yes,No,No
6227,Eligible,52,8,30150,2,Receives pension,Married,Yes,No,Yes
141300,Eligible,53,18,139938,4,No pension,Married,Yes,Yes,Yes
10074,Eligible,50,17,63846,4,Receives pension,Married,Yes,No,Yes
60,Eligible,63,12,22299,1,Receives pension,Not married,No,No,Yes
600,Eligible,25,12,25200,1,No pension,Married,Yes,No,Yes
114000,Eligible,44,12,48966,3,No pension,Married,Yes,Yes,Yes
3710,Eligible,42,12,24237,1,No pension,Not married,No,No,No
36800,Eligible,48,12,68673,4,Receives pension,Married,Yes,No,Yes
7955,Eligible,55,12,20760,1,Receives pension,Not married,No,No,No
9614,Eligible,43,12,45384,3,Receives pension,Married,Yes,No,No
30900,Eligible,26,14,36459,2,No pension,Married,Yes,No,No
17499,Eligible,54,12,21300,1,Receives pension,Not married,No,No,Yes
11000,Eligible,38,12,60225,4,No pension,Married,Yes,No,Yes
-5200,Eligible,50,12,23136,1,Receives pension,Not married,No,No,No
2547,Eligible,37,12,57234,4,Receives pension,Married,Yes,No,Yes
5500,Eligible,29,16,36000,2,No pension,Not married,No,Yes,No
1380,Eligible,41,9,42213,3,No pension,Married,No,Yes,Yes
15100,Eligible,40,12,74220,4,No pension,Married,Yes,No,Yes
35050,Eligible,37,16,17286,1,No pension,Not married,No,No,Yes
-50,Eligible,27,12,38322,3,Receives pension,Married,Yes,No,Yes
14500,Eligible,39,18,21576,1,Receives pension,Not married,No,Yes,Yes
52624,Eligible,55,13,53454,3,Receives pension,Married,Yes,Yes,Yes
33910,Eligible,42,12,82035,4,No pension,Married,Yes,No,No
14000,Eligible,36,16,104661,4,No pension,Married,Yes,Yes,Yes
4015,Eligible,60,13,29148,2,No pension,Married,Yes,No,Yes
-10115,Eligible,34,12,49200,3,No pension,Married,Yes,No,Yes
15900,Eligible,41,14,52845,3,No pension,Married,Yes,No,Yes
132800,Eligible,60,16,49944,3,Receives pension,Not married,No,Yes,No
44600,Eligible,46,17,24906,1,Receives pension,Not married,No,No,Yes
12230,Eligible,33,18,63360,4,No pension,Married,Yes,No,Yes
9000,Eligible,33,12,58572,4,Receives pension,Married,Yes,No,Yes
13705,Eligible,33,14,43200,3,No pension,Married,Yes,No,Yes
17147,Eligible,46,16,41580,3,Receives pension,Not married,No,Yes,No
5800,Eligible,39,18,50400,3,No pension,Not married,No,No,No
44310,Eligible,53,13,16002,0,No pension,Not married,No,No,No
40527,Eligible,29,14,61161,4,Receives pension,Not married,No,No,Yes
13100,Eligible,39,16,64359,4,No pension,Married,Yes,No,Yes
21589,Eligible,59,12,25560,1,No pension,Not married,No,No,Yes
-7500,Eligible,34,12,13101,0,Receives pension,Not married,No,No,No
-9705,Eligible,35,13,59187,4,No pension,Married,Yes,No,Yes
120700,Eligible,54,17,31896,2,No pension,Not married,No,No,Yes
81500,Eligible,61,12,51288,3,No pension,Married,No,Yes,Yes
-7610,Eligible,29,13,43521,3,No pension,Married,Yes,No,Yes
2200,Eligible,27,16,29760,2,No pension,Married,Yes,No,No
42114,Eligible,41,17,58368,4,Receives pension,Married,Yes,Yes,Yes
-5000,Eligible,50,12,12240,0,No pension,Not married,No,No,Yes
2100,Eligible,26,14,16203,0,Receives pension,Not married,No,No,No
227000,Eligible,35,17,135300,4,No pension,Married,Yes,Yes,Yes
-541,Eligible,26,13,13275,0,No pension,Married,Yes,No,No
65000,Eligible,64,10,39537,3,Receives pension,Married,No,No,Yes
-14800,Eligible,56,18,72129,4,Receives pension,Married,Yes,No,Yes
27240,Eligible,45,14,46521,3,Receives pension,Not married,No,Yes,No
99329,Eligible,58,16,89988,4,Receives pension,Married,Yes,Yes,Yes
62707,Eligible,45,14,55446,4,No pension,Married,Yes,No,Yes
6000,Eligible,37,12,18030,1,Receives pension,Married,No,No,No
-250,Eligible,40,12,35064,2,Receives pension,Married,Yes,No,Yes
-6400,Eligible,38,11,47784,3,Receives pension,Married,Yes,No,Yes
13840,Eligible,39,12,64797,4,Receives pension,Married,Yes,No,Yes
-105,Eligible,35,14,86811,4,No pension,Married,Yes,No,Yes
835,Eligible,47,13,41361,3,No pension,Married,Yes,No,No
11509,Eligible,29,14,44805,3,No pension,Married,Yes,Yes,Yes
15630,Eligible,48,15,121701,4,Receives pension,Married,Yes,No,Yes
-200,Eligible,28,18,23316,1,Receives pension,Not married,No,No,Yes
-5500,Eligible,26,12,18666,1,No pension,Married,Yes,No,No
80060,Eligible,42,16,71478,4,Receives pension,Not married,No,Yes,Yes
22772,Eligible,53,12,55725,4,No pension,Married,Yes,No,Yes
5300,Eligible,58,12,38979,3,No pension,Married,Yes,No,Yes
124100,Eligible,35,16,32874,2,No pension,Not married,No,No,Yes
4626,Eligible,39,12,12444,0,No pension,Married,No,Yes,No
45,Eligible,29,11,14400,0,No pension,Married,No,No,No
10708,Eligible,29,14,73650,4,No pension,Married,Yes,No,Yes
-3200,Eligible,44,18,35652,2,Receives pension,Not married,No,No,Yes
41400,Eligible,44,12,73560,4,Receives pension,Married,Yes,No,Yes
8420,Eligible,41,12,57252,4,No pension,Married,Yes,No,Yes
35077,Eligible,35,14,69789,4,Receives pension,Married,Yes,No,Yes
18000,Eligible,50,13,20373,1,Receives pension,Not married,No,No,Yes
-8219,Eligible,43,8,48426,3,No pension,Married,Yes,No,Yes
950,Eligible,30,12,27927,2,No pension,Married,Yes,No,No
108600,Eligible,43,11,47796,3,No pension,Married,No,Yes,Yes
7640,Eligible,25,12,14028,0,No pension,Married,Yes,Yes,No
1500,Eligible,25,12,30960,2,No pension,Not married,No,No,No
-16200,Eligible,29,16,17880,1,No pension,Married,Yes,No,No
36500,Eligible,34,16,69942,4,Receives pension,Married,Yes,No,Yes
-5300,Eligible,42,12,21612,1,Receives pension,Not married,No,No,No
23198,Eligible,38,14,55992,4,No pension,Married,Yes,Yes,Yes
16050,Eligible,51,11,42606,3,Receives pension,Married,Yes,No,Yes
-758,Eligible,49,12,37833,3,Receives pension,Married,Yes,No,Yes
-1801,Eligible,28,12,20100,1,Receives pension,Not married,No,No,No
58249,Eligible,27,13,45963,3,No pension,Married,Yes,No,Yes
27650,Eligible,34,15,20370,1,Receives pension,Not married,No,No,Yes
2000,Eligible,28,13,47790,3,No pension,Married,Yes,No,Yes
27407,Eligible,54,18,39888,3,Receives pension,Not married,No,Yes,Yes
6000,Eligible,46,12,52365,3,No pension,Married,Yes,No,Yes
-2050,Eligible,48,14,21969,1,Receives pension,Not married,No,No,Yes
6400,Eligible,50,12,50013,3,Receives pension,Married,Yes,Yes,Yes
12600,Eligible,39,16,31530,2,No pension,Not married,No,No,Yes
-6190,Eligible,49,12,31176,2,Receives pension,Not married,No,No,Yes
-1720,Eligible,42,16,41607,3,Receives pension,Married,Yes,Yes,Yes
37292,Eligible,53,12,80676,4,No pension,Married,No,Yes,Yes
28000,Eligible,36,17,67800,4,No pension,Married,Yes,No,Yes
