ind_id,survey_round,district_id,region_id,treated,treatment,event_phase,sex,age,age_sq,nonag_employment,decision_power,savings_account,dv_accept,dv_goingout,dv_kids,dv_arguing,dv_sex,dv_food,hh_size,age_head,survey_weight
IND_016536,2016,ET_D078,3,0,0,,1,27,729,0,,0,0,,0,0,0,1,5,36,0.8975
IND_016537,2005,ET_D052,2,0,0,,1,15,225,0,,,1,1,0,1,0,0,6,45,0.8259
IND_016538,2011,ET_D017,7,1,0,-2,1,37,1369,0,1,0,1,1,0,0,0,1,4,61,0.8118
IND_016539,2019,ET_D008,1,1,1,1,0,32,1024,1,,,,,,,,,1,36,0.7514
IND_016540,2000,ET_D121,8,0,0,,1,28,784,0,1,0,1,1,,1,0,0,6,50,1.0659
IND_016541,2019,ET_D111,6,0,0,,0,30,900,1,,,,,,,,,8,38,0.6816
IND_016542,2019,ET_D089,4,0,0,,1,15,225,1,1,0,1,1,0,0,,1,6,31,1.3895
IND_016543,2011,ET_D117,7,0,0,,1,27,729,0,1,0,1,0,1,0,1,0,7,26,0.3755
IND_016544,2016,ET_D115,7,0,0,,1,42,1764,1,,0,1,0,0,0,1,0,8,42,0.7274
IND_016545,2016,ET_D128,10,0,0,,1,30,900,0,1,0,1,0,1,1,1,0,9,33,0.8166
IND_016546,2016,ET_D012,1,1,0,-1,1,31,961,0,,0,1,1,1,0,1,1,6,37,0.7959
IND_016547,2019,ET_D137,12,0,0,,0,38,1444,1,,,,,,,,,5,34,0.787
IND_016548,2005,ET_D116,7,0,0,,1,51,2601,0,,0,1,1,1,1,0,1,3,43,1.0226
IND_016549,2016,ET_D089,4,0,0,,1,27,729,0,,0,0,1,1,1,1,0,5,34,0.6487
IND_016550,2019,ET_D096,5,0,0,,0,15,225,1,,,,,,,,,4,55,1.5752
IND_016551,2005,ET_D027,1,0,0,,1,39,1521,0,,0,1,0,1,0,0,0,4,45,0.9005
IND_016552,2016,ET_D125,9,0,0,,1,39,1521,0,1,0,0,1,1,0,0,0,3,50,0.9294
IND_016553,2019,ET_D096,5,0,0,,1,34,1156,0,1,0,1,1,1,1,0,0,3,44,0.825
IND_016554,2016,ET_D127,9,0,0,,0,45,2025,0,,,,,,,,,4,37,1.1277
IND_016555,2016,ET_D065,2,0,0,,1,24,576,0,,0,1,1,1,0,,1,2,53,0.9251
IND_016556,2016,ET_D036,1,0,0,,0,26,676,0,,,,,,,,,8,46,1.3008
IND_016557,2000,ET_D019,1,0,0,,1,31,961,0,1,0,0,0,1,0,1,0,5,40,1.5046
IND_016558,2000,ET_D031,1,0,0,,1,38,1444,0,1,0,1,1,1,0,0,0,6,56,1.0359
IND_016559,2011,ET_D123,8,0,0,,1,29,841,0,1,,1,0,1,1,0,0,5,38,1.3563
IND_016560,2000,ET_D113,7,0,0,,1,31,961,0,1,0,0,0,0,1,1,0,4,41,1.2377
IND_016561,2011,ET_D021,1,0,0,,1,54,2916,1,1,0,0,1,,0,0,,3,51,1.1123
IND_016562,2019,ET_D024,1,0,0,,1,35,1225,0,,0,1,0,0,,1,1,9,27,1.4936
IND_016563,2011,ET_D114,7,0,0,,1,35,1225,1,,0,0,0,1,1,1,0,4,41,0.575
IND_016564,2019,ET_D004,4,1,1,1,1,35,1225,1,1,0,1,0,0,0,0,0,4,46,1.1937
IND_016565,2016,ET_D115,7,0,0,,1,29,841,,,0,1,1,,0,1,1,2,49,0.5487
IND_016566,2019,ET_D112,7,0,0,,0,29,841,0,,,,,,,,,3,41,0.7873
IND_016567,2016,ET_D053,2,0,0,,0,31,961,1,,,,,,,,,8,43,1.1949
IND_016568,2011,ET_D130,10,0,0,,0,24,576,1,,,,,,,,,6,57,1.2549
IND_016569,2016,ET_D112,7,0,0,,1,53,2809,,,,0,1,1,1,0,,6,35,0.6048
IND_016570,2019,ET_D055,2,0,0,,1,27,729,,1,0,0,0,0,,1,1,6,45,0.9661
IND_016571,2000,ET_D031,1,0,0,,0,35,1225,0,,,,,,,,,5,56,0.807
IND_016572,2016,ET_D050,2,0,0,,1,27,729,0,1,0,0,1,1,1,1,0,3,50,0.7206
IND_016573,2016,ET_D100,5,0,0,,0,39,1521,1,,,,,,,,,3,30,0.7385
IND_016574,2019,ET_D094,4,0,0,,0,49,2401,0,,,,,,,,,7,34,1.0247
IND_016575,2016,ET_D109,6,0,0,,1,30,900,1,,0,1,1,1,1,1,1,2,60,0.7516
IND_016576,2005,ET_D104,6,0,0,,1,20,400,0,,0,0,1,0,0,0,0,4,45,1.4363
IND_016577,2019,ET_D015,1,1,1,0,1,34,1156,0,,0,1,0,0,0,0,0,2,43,1.1061
IND_016578,2019,ET_D112,7,0,0,,0,32,1024,0,,,,,,,,,5,47,1.0638
IND_016579,2000,ET_D041,1,0,0,,0,21,441,0,,,,,,,,,7,36,0.8954
IND_016580,2016,ET_D134,11,0,0,,1,37,1369,1,,0,1,0,0,0,0,0,6,53,0.7256
IND_016581,2011,ET_D014,6,1,0,-2,0,50,2500,0,,,,,,,,,5,49,0.7676
IND_016582,2016,ET_D133,11,0,0,,0,24,576,0,,,,,,,,,3,45,1.4677
IND_016583,2011,ET_D026,1,0,0,,0,32,1024,1,,,,,,,,,6,38,0.9217
IND_016584,2011,ET_D102,5,0,0,,0,35,1225,0,,,,,,,,,5,22,1.0794
IND_016585,2000,ET_D090,4,0,0,,0,35,1225,0,,,,,,,,,5,33,1.1371
IND_016586,2011,ET_D099,5,0,0,,1,32,1024,0,,0,0,1,0,1,0,1,7,34,1.248
IND_016587,2019,ET_D078,3,0,0,,1,48,2304,0,,0,1,0,0,0,0,,4,36,0.5835
IND_016588,2000,ET_D065,2,0,0,,1,32,1024,,1,0,0,1,1,1,0,0,4,62,0.7077
IND_016589,2019,ET_D122,8,0,0,,0,29,841,0,,,,,,,,,6,18,1.6949
IND_016590,2019,ET_D062,2,0,0,,1,24,576,0,,0,1,0,0,1,0,1,4,32,1.2908
IND_016591,2005,ET_D027,1,0,0,,1,37,1369,0,1,0,0,0,0,0,0,0,5,49,1.1885
IND_016592,2016,ET_D082,3,0,0,,1,31,961,0,,,0,1,0,0,0,1,8,42,1.1793
IND_016593,2019,ET_D083,4,0,0,,1,35,1225,0,1,0,1,1,0,0,0,0,7,53,0.9634
IND_016594,2016,ET_D031,1,0,0,,1,30,900,1,,0,,0,0,0,,1,6,33,1.2142
IND_016595,2005,ET_D045,2,0,0,,1,31,961,0,1,0,1,0,1,1,0,1,6,46,1.3209
IND_016596,2016,ET_D004,4,1,1,0,1,44,1936,0,,0,1,1,0,0,0,0,6,42,1.7121
IND_016597,2019,ET_D039,1,0,0,,1,38,1444,0,,0,0,0,0,1,0,1,5,46,0.6645
IND_016598,2016,ET_D087,4,0,0,,0,28,784,0,,,,,,,,,5,59,2.0244
IND_016599,2011,ET_D121,8,0,0,,0,37,1369,1,,,,,,,,,3,62,1.4162
IND_016600,2005,ET_D073,3,0,0,,1,30,900,,1,0,0,0,0,0,0,,4,31,1.1413
IND_016601,2005,ET_D008,1,1,0,-2,0,44,1936,0,,,,,,,,,2,54,1.0832
IND_016602,2011,ET_D059,2,0,0,,1,34,1156,0,0,0,1,0,1,0,0,0,5,57,0.3726
IND_016603,2000,ET_D028,1,0,0,,1,19,361,1,1,0,1,0,1,1,1,0,6,29,1.053
IND_016604,2019,ET_D016,2,1,1,0,0,42,1764,1,,,,,,,,,4,35,0.7212
IND_016605,2019,ET_D011,2,1,1,1,0,30,900,0,,,,,,,,,5,35,0.9468
IND_016606,2019,ET_D117,7,0,0,,1,33,1089,1,1,0,0,0,0,0,0,0,6,41,0.7469
IND_016607,2019,ET_D089,4,0,0,,0,47,2209,1,,,,,,,,,5,23,1.0681
IND_016608,2016,ET_D119,7,0,0,,1,38,1444,1,,0,,0,1,1,1,0,3,26,0.4859
IND_016609,2019,ET_D127,9,0,0,,1,39,1521,1,,0,1,1,0,0,0,1,4,85,0.6186
IND_016610,2019,ET_D010,3,1,1,1,1,35,1225,0,,1,0,0,0,0,0,0,3,34,1.464
IND_016611,2019,ET_D134,11,0,0,,1,26,676,0,1,0,0,0,0,1,0,0,6,54,1.5049
IND_016612,2019,ET_D079,3,0,0,,1,41,1681,0,,0,1,0,1,1,1,0,4,31,1.4103
IND_016613,2011,ET_D047,2,0,0,,1,21,441,,1,0,0,1,0,0,0,0,6,37,0.5436
IND_016614,2005,ET_D116,7,0,0,,1,26,676,0,1,0,1,0,,1,0,0,4,39,0.6686
IND_016615,2016,ET_D101,5,0,0,,1,38,1444,1,,0,1,1,1,0,1,0,8,50,1.0025
IND_016616,2011,ET_D120,8,0,0,,1,49,2401,1,,0,0,0,1,0,0,1,3,33,0.6268
IND_016617,2005,ET_D004,4,1,0,-2,0,43,1849,1,,,,,,,,,10,40,0.7903
IND_016618,2011,ET_D036,1,0,0,,1,29,841,0,,0,1,1,1,0,1,0,8,42,0.7575
IND_016619,2019,ET_D070,3,0,0,,1,21,441,1,,0,1,1,1,1,0,1,5,48,0.7488
IND_016620,2000,ET_D119,7,0,0,,1,27,729,0,0,0,1,0,1,1,1,1,2,42,0.5755
IND_016621,2016,ET_D027,1,0,0,,1,47,2209,0,,0,1,0,0,1,0,0,4,40,0.729
IND_016622,2016,ET_D017,7,1,0,-1,0,30,900,0,,,,,,,,,4,74,0.9472
IND_016623,2016,ET_D015,1,1,0,-1,1,28,784,,,0,1,1,1,,0,1,4,27,1.5704
IND_016624,2019,ET_D049,2,0,0,,0,43,1849,0,,,,,,,,,8,36,0.7737
IND_016625,2005,ET_D024,1,0,0,,1,19,361,0,,0,1,0,1,0,0,0,5,48,0.9212
IND_016626,2019,ET_D076,3,0,0,,1,37,1369,0,1,0,0,1,1,0,0,1,5,58,0.4231
IND_016627,2019,ET_D043,1,0,0,,1,39,1521,0,,0,1,0,0,0,1,0,4,37,1.8682
IND_016628,2005,ET_D005,3,1,0,-2,1,31,961,0,0,0,1,0,0,0,0,0,6,29,1.0919
IND_016629,2016,ET_D082,3,0,0,,0,21,441,1,,,,,,,,,2,54,0.8038
IND_016630,2005,ET_D055,2,0,0,,1,34,1156,1,,0,1,0,0,1,1,0,5,36,1.0656
IND_016631,2019,ET_D086,4,0,0,,1,15,225,0,,0,1,,,0,0,0,7,24,0.6493
IND_016632,2005,ET_D084,4,0,0,,1,22,484,1,1,0,1,1,,1,1,0,3,49,0.8902
IND_016633,2016,ET_D017,7,1,0,-1,0,34,1156,0,,,,,,,,,5,50,1.2791
IND_016634,2011,ET_D020,1,0,0,,1,36,1296,0,0,0,1,0,1,1,0,0,7,35,1.0682
IND_016635,2011,ET_D023,1,0,0,,0,38,1444,0,,,,,,,,,6,46,0.9691
IND_016636,2005,ET_D070,3,0,0,,1,43,1849,0,1,0,1,1,1,1,0,1,5,51,1.0608
IND_016637,2016,ET_D003,2,1,1,0,0,27,729,1,,,,,,,,,2,26,0.8383
IND_016638,2011,ET_D078,3,0,0,,0,24,576,1,,,,,,,,,10,50,1.1545
IND_016639,2000,ET_D033,1,0,0,,1,38,1444,0,1,0,1,1,0,1,0,1,6,48,0.892
IND_016640,2016,ET_D105,6,0,0,,0,24,576,1,,,,,,,,,6,41,1.0456
IND_016641,2000,ET_D013,2,1,0,-4,0,27,729,0,,,,,,,,,4,49,1.6603
IND_016642,2000,ET_D019,1,0,0,,1,31,961,1,1,0,0,0,,1,0,0,3,49,0.9718
IND_016643,2016,ET_D115,7,0,0,,1,30,900,0,1,0,1,1,1,0,0,0,2,19,0.4337
IND_016644,2011,ET_D065,2,0,0,,1,18,324,0,1,0,0,0,1,0,1,0,5,35,0.7674
IND_016645,2005,ET_D019,1,0,0,,0,46,2116,0,,,,,,,,,3,31,1.0124
IND_016646,2005,ET_D007,1,1,0,-2,1,31,961,1,,0,1,0,0,1,,0,5,30,1.2656
IND_016647,2011,ET_D122,8,0,0,,0,30,900,0,,,,,,,,,3,53,1.7873
IND_016648,2019,ET_D085,4,0,0,,1,47,2209,,1,0,1,0,1,0,0,1,3,31,1.1357
IND_016649,2005,ET_D054,2,0,0,,0,33,1089,1,,,,,,,,,6,34,0.8593
IND_016650,2019,ET_D066,2,0,0,,1,23,529,0,1,0,1,0,1,1,0,1,4,34,0.9972
IND_016651,2011,ET_D034,1,0,0,,0,31,961,0,,,,,,,,,5,42,0.9959
IND_016652,2011,ET_D030,1,0,0,,1,32,1024,1,,,1,1,1,0,1,0,6,58,0.6323
IND_016653,2011,ET_D125,9,0,0,,0,18,324,0,,,,,,,,,6,60,1.1252
IND_016654,2000,ET_D111,6,0,0,,0,30,900,0,,,,,,,,,5,40,0.7607
IND_016655,2016,ET_D012,1,1,0,-1,0,22,484,0,,,,,,,,,5,59,1.8612
IND_016656,2000,ET_D038,1,0,0,,0,34,1156,1,,,,,,,,,3,23,2.0225
IND_016657,2005,ET_D122,8,0,0,,0,21,441,1,,,,,,,,,5,44,0.9568
IND_016658,2019,ET_D059,2,0,0,,1,16,256,0,,0,0,0,1,1,1,0,6,45,1.6373
IND_016659,2019,ET_D052,2,0,0,,0,31,961,0,,,,,,,,,1,54,1.1098
IND_016660,2016,ET_D112,7,0,0,,0,23,529,0,,,,,,,,,6,40,1.0969
IND_016661,2011,ET_D012,1,1,0,-2,1,51,2601,0,,0,1,1,0,0,1,1,6,59,0.9134
IND_016662,2000,ET_D122,8,0,0,,1,28,784,1,,0,1,1,0,1,1,1,8,39,1.2319
IND_016663,2005,ET_D006,5,1,0,-2,0,43,1849,0,,,,,,,,,7,38,0.5891
IND_016664,2019,ET_D117,7,0,0,,1,28,784,0,,0,1,0,1,1,1,0,5,41,1.6162
IND_016665,2016,ET_D029,1,0,0,,1,40,1600,0,1,0,1,1,0,0,0,0,3,37,1.8927
IND_016666,2016,ET_D041,1,0,0,,1,28,784,0,0,0,0,0,0,0,1,1,4,27,1.0686
IND_016667,2005,ET_D019,1,0,0,,0,29,841,0,,,,,,,,,3,50,0.803
IND_016668,2019,ET_D058,2,0,0,,0,32,1024,1,,,,,,,,,5,50,0.4896
IND_016669,2019,ET_D046,2,0,0,,0,32,1024,0,,,,,,,,,7,33,0.7382
IND_016670,2011,ET_D005,3,1,0,-1,0,31,961,1,,,,,,,,,5,32,0.9188
IND_016671,2019,ET_D001,1,1,1,2,1,21,441,0,1,,1,0,1,,0,0,3,18,1.2307
IND_016672,2000,ET_D111,6,0,0,,0,30,900,0,,,,,,,,,7,37,0.346
IND_016673,2019,ET_D041,1,0,0,,1,44,1936,0,1,0,0,0,0,0,0,0,7,38,0.5611
IND_016674,2011,ET_D095,4,0,0,,1,47,2209,1,1,0,1,0,1,0,0,0,4,18,1.0304
IND_016675,2011,ET_D026,1,0,0,,1,26,676,1,,0,1,0,1,1,1,1,5,31,0.7032
IND_016676,2019,ET_D062,2,0,0,,1,30,900,0,,0,1,1,0,1,0,0,4,58,1.5393
IND_016677,2011,ET_D117,7,0,0,,1,33,1089,0,1,0,1,1,1,0,,0,1,56,1.1067
IND_016678,2016,ET_D017,7,1,0,-1,1,39,1521,1,,0,1,0,0,1,0,1,7,57,0.7453
IND_016679,2019,ET_D017,7,1,1,0,1,30,900,1,,,1,0,0,0,1,0,3,46,1.1355
IND_016680,2019,ET_D138,12,0,0,,1,33,1089,0,,0,0,0,1,0,0,0,6,30,0.8893
IND_016681,2016,ET_D032,1,0,0,,1,29,841,1,,1,1,0,1,1,0,0,3,41,0.597
IND_016682,2019,ET_D114,7,0,0,,1,20,400,0,,0,0,0,0,1,0,1,3,59,1.5576
IND_016683,2000,ET_D021,1,0,0,,1,35,1225,0,1,0,1,0,1,1,0,0,1,57,0.9547
IND_016684,2005,ET_D060,2,0,0,,1,25,625,1,,0,0,1,1,0,0,0,6,38,1.1605
IND_016685,2005,ET_D001,1,1,0,-1,1,39,1521,0,,0,1,1,1,1,1,0,4,33,0.766
IND_016686,2019,ET_D059,2,0,0,,0,20,400,1,,,,,,,,,5,18,1.1603
IND_016687,2005,ET_D065,2,0,0,,1,33,1089,0,,0,1,1,0,0,0,0,6,58,0.9065
IND_016688,2005,ET_D126,9,0,0,,1,25,625,0,1,0,1,1,0,0,1,0,5,57,1.2564
IND_016689,2005,ET_D105,6,0,0,,0,45,2025,1,,,,,,,,,4,68,1.0953
IND_016690,2019,ET_D128,10,0,0,,0,39,1521,0,,,,,,,,,4,46,1.1232
IND_016691,2016,ET_D015,1,1,0,-1,0,23,529,0,,,,,,,,,3,37,1.5383
IND_016692,2011,ET_D109,6,0,0,,0,31,961,0,,,,,,,,,4,31,1.4359
IND_016693,2019,ET_D057,2,0,0,,1,42,1764,1,,0,1,0,1,0,1,1,3,65,0.9324
IND_016694,2011,ET_D094,4,0,0,,1,24,576,0,1,0,1,,0,0,0,1,1,36,0.7277
IND_016695,2016,ET_D041,1,0,0,,1,25,625,0,1,0,1,0,1,0,1,1,2,31,0.75
IND_016696,2005,ET_D120,8,0,0,,0,35,1225,0,,,,,,,,,5,52,0.9766
IND_016697,2005,ET_D098,5,0,0,,1,29,841,0,,0,0,1,1,0,0,1,4,52,0.6846
IND_016698,2011,ET_D039,1,0,0,,1,26,676,0,,0,0,0,1,,0,1,6,45,0.8737
IND_016699,2011,ET_D014,6,1,0,-2,1,24,576,0,,0,0,1,0,1,0,0,4,47,1.0958
IND_016700,2000,ET_D003,2,1,0,-3,0,27,729,1,,,,,,,,,4,26,0.5079
IND_016701,2011,ET_D109,6,0,0,,0,27,729,0,,,,,,,,,8,51,0.9224
IND_016702,2019,ET_D004,4,1,1,1,1,18,324,0,,1,0,,0,1,0,1,7,43,0.8448
IND_016703,2019,ET_D035,1,0,0,,1,33,1089,1,,0,0,,1,0,1,0,5,18,0.6021
IND_016704,2005,ET_D047,2,0,0,,0,33,1089,1,,,,,,,,,5,53,0.2357
IND_016705,2016,ET_D072,3,0,0,,1,26,676,0,1,0,0,1,0,0,,1,4,23,0.7026
IND_016706,2011,ET_D048,2,0,0,,1,42,1764,0,,0,1,0,1,1,0,0,7,45,2.0851
IND_016707,2005,ET_D126,9,0,0,,1,30,900,0,1,,1,,0,1,,1,6,37,0.904
IND_016708,2000,ET_D049,2,0,0,,0,15,225,0,,,,,,,,,6,51,1.0211
IND_016709,2019,ET_D061,2,0,0,,0,37,1369,1,,,,,,,,,5,35,0.9655
IND_016710,2011,ET_D001,1,1,1,0,1,31,961,0,,0,1,0,0,0,1,0,2,30,0.649
IND_016711,2019,ET_D105,6,0,0,,0,15,225,0,,,,,,,,,3,56,1.2156
IND_016712,2011,ET_D048,2,0,0,,0,35,1225,0,,,,,,,,,6,31,0.5092
IND_016713,2019,ET_D130,10,0,0,,0,15,225,1,,,,,,,,,7,42,1.5506
IND_016714,2000,ET_D025,1,0,0,,1,34,1156,1,,0,1,0,0,1,1,1,6,43,1.2733
IND_016715,2016,ET_D022,1,0,0,,1,19,361,0,,0,0,0,1,1,0,1,4,49,0.8699
IND_016716,2016,ET_D036,1,0,0,,1,39,1521,0,,0,0,1,1,0,0,1,3,23,1.0641
IND_016717,2011,ET_D011,2,1,0,-1,1,15,225,0,,0,1,1,0,0,0,0,6,49,0.9012
IND_016718,2000,ET_D095,4,0,0,,1,22,484,0,1,1,,0,0,0,0,0,7,42,0.8254
IND_016719,2016,ET_D044,2,0,0,,1,33,1089,0,1,0,0,1,1,0,1,0,8,48,0.7092
IND_016720,2016,ET_D103,5,0,0,,0,35,1225,1,,,,,,,,,4,44,1.0998
IND_016721,2000,ET_D028,1,0,0,,0,34,1156,1,,,,,,,,,2,31,0.6994
IND_016722,2016,ET_D098,5,0,0,,1,18,324,0,,1,1,1,1,1,0,1,5,57,1.7242
IND_016723,2016,ET_D060,2,0,0,,1,32,1024,,,0,1,0,1,0,1,0,5,43,0.5427
IND_016724,2011,ET_D061,2,0,0,,1,21,441,0,,0,1,0,0,0,0,0,7,47,0.8008
IND_016725,2019,ET_D074,3,0,0,,1,15,225,0,,1,1,0,1,0,0,1,2,51,0.8285
IND_016726,2019,ET_D044,2,0,0,,1,32,1024,0,,0,0,0,1,0,0,0,3,41,1.0015
IND_016727,2011,ET_D050,2,0,0,,1,32,1024,,1,0,0,0,0,0,0,0,5,49,0.7979
IND_016728,2000,ET_D037,1,0,0,,1,34,1156,0,,0,1,0,1,0,0,0,3,58,0.8083
IND_016729,2019,ET_D006,5,1,1,1,1,33,1089,1,,0,0,0,1,0,,1,7,33,0.7514
IND_016730,2000,ET_D103,5,0,0,,1,48,2304,1,1,0,1,0,1,1,,0,5,28,0.9929
IND_016731,2019,ET_D056,2,0,0,,1,34,1156,1,,,0,1,0,0,,0,3,46,0.6911
IND_016732,2019,ET_D018,1,0,0,,1,37,1369,0,,0,1,,0,0,0,0,6,46,0.6745
IND_016733,2019,ET_D134,11,0,0,,1,15,225,0,,0,1,0,0,0,,0,6,32,0.7882
IND_016734,2019,ET_D025,1,0,0,,1,35,1225,0,1,0,1,0,0,1,1,1,3,57,0.9498
IND_016735,2011,ET_D114,7,0,0,,0,24,576,1,,,,,,,,,5,52,1.1815
IND_016736,2016,ET_D024,1,0,0,,0,24,576,1,,,,,,,,,3,33,0.9519
IND_016737,2016,ET_D063,2,0,0,,0,23,529,1,,,,,,,,,4,52,0.429
IND_016738,2011,ET_D063,2,0,0,,1,37,1369,1,,0,1,0,1,1,0,1,7,52,0.8822
IND_016739,2016,ET_D077,3,0,0,,1,33,1089,0,,0,0,0,1,1,0,1,6,37,0.8559
IND_016740,2011,ET_D013,2,1,0,-2,1,32,1024,0,,0,1,1,0,0,0,,8,47,0.7716
IND_016741,2005,ET_D104,6,0,0,,1,20,400,0,,0,0,1,1,1,0,1,7,55,1.5628
IND_016742,2016,ET_D110,6,0,0,,1,44,1936,1,,0,,,0,,0,0,5,32,1.2937
IND_016743,2016,ET_D103,5,0,0,,1,23,529,,,0,1,0,1,0,0,0,4,34,0.7996
IND_016744,2019,ET_D102,5,0,0,,1,52,2704,0,1,0,1,0,1,0,0,0,3,45,0.7965
IND_016745,2011,ET_D137,12,0,0,,1,36,1296,0,1,0,0,0,1,0,1,0,7,30,0.6993
IND_016746,2016,ET_D080,3,0,0,,1,29,841,0,,0,1,1,1,1,0,0,9,49,1.0372
IND_016747,2016,ET_D114,7,0,0,,1,19,361,0,,0,1,0,1,1,,1,5,43,0.872
IND_016748,2011,ET_D009,2,1,0,-1,0,40,1600,0,,,,,,,,,6,44,0.864
IND_016749,2019,ET_D118,7,0,0,,1,34,1156,0,,0,1,1,,0,0,1,4,29,0.7613
IND_016750,2000,ET_D062,2,0,0,,1,31,961,0,,,1,0,0,0,1,1,5,41,0.8856
IND_016751,2019,ET_D006,5,1,1,1,1,34,1156,1,,0,1,1,0,0,0,1,4,44,1.1721
IND_016752,2016,ET_D110,6,0,0,,0,43,1849,1,,,,,,,,,6,47,0.6345
IND_016753,2019,ET_D015,1,1,1,0,0,24,576,1,,,,,,,,,6,31,0.8733
IND_016754,2005,ET_D020,1,0,0,,1,30,900,0,,0,1,0,1,,0,0,7,48,0.8185
IND_016755,2016,ET_D059,2,0,0,,1,25,625,0,0,,0,0,0,0,0,0,6,41,0.9907
IND_016756,2019,ET_D092,4,0,0,,1,32,1024,0,,0,0,1,0,1,1,0,4,35,1.3441
IND_016757,2016,ET_D039,1,0,0,,1,29,841,0,1,0,0,1,1,1,1,1,1,44,1.0501
IND_016758,2016,ET_D121,8,0,0,,1,26,676,1,,0,0,1,0,,0,0,1,45,0.8202
IND_016759,2005,ET_D006,5,1,0,-2,1,40,1600,0,,0,1,1,0,0,0,,6,34,1.4762
IND_016760,2011,ET_D050,2,0,0,,0,34,1156,1,,,,,,,,,5,21,0.7812
IND_016761,2005,ET_D132,11,0,0,,0,38,1444,1,,,,,,,,,4,63,0.6159
IND_016762,2016,ET_D119,7,0,0,,1,16,256,1,1,0,1,1,1,0,1,1,6,44,0.7014
IND_016763,2000,ET_D114,7,0,0,,1,28,784,0,1,0,0,1,1,0,0,1,6,18,0.6493
IND_016764,2016,ET_D112,7,0,0,,1,30,900,0,1,0,1,0,0,1,,1,7,53,0.5759
IND_016765,2011,ET_D014,6,1,0,-2,0,34,1156,0,,,,,,,,,5,35,0.6356
IND_016766,2019,ET_D064,2,0,0,,1,28,784,0,,0,1,0,1,0,0,0,7,32,1.281
IND_016767,2016,ET_D115,7,0,0,,0,24,576,0,,,,,,,,,7,57,0.5615
IND_016768,2000,ET_D032,1,0,0,,0,53,2809,0,,,,,,,,,4,38,0.5932
IND_016769,2000,ET_D083,4,0,0,,1,23,529,0,1,0,1,1,1,0,0,1,6,40,0.5228
IND_016770,2005,ET_D122,8,0,0,,1,15,225,0,1,0,1,,1,,1,1,8,61,0.3933
IND_016771,2019,ET_D012,1,1,1,0,0,15,225,0,,,,,,,,,3,32,0.5244
IND_016772,2019,ET_D076,3,0,0,,1,27,729,,1,0,1,0,0,0,1,0,8,46,1.1535
IND_016773,2005,ET_D002,4,1,0,-2,1,34,1156,0,,0,1,0,1,0,0,0,7,55,1.1097
IND_016774,2011,ET_D091,4,0,0,,1,33,1089,1,,0,1,0,0,0,0,0,5,42,1.0963
IND_016775,2011,ET_D020,1,0,0,,1,31,961,0,1,0,1,1,0,,0,0,9,44,1.1111
IND_016776,2016,ET_D023,1,0,0,,1,33,1089,,,0,1,1,0,0,1,0,4,37,0.9821
IND_016777,2019,ET_D012,1,1,1,0,1,33,1089,0,,0,0,1,1,0,,1,5,34,0.9706
IND_016778,2016,ET_D074,3,0,0,,0,37,1369,0,,,,,,,,,8,50,1.1406
IND_016779,2016,ET_D102,5,0,0,,0,23,529,1,,,,,,,,,7,34,1.1817
IND_016780,2011,ET_D110,6,0,0,,0,25,625,0,,,,,,,,,4,30,1.825
IND_016781,2000,ET_D064,2,0,0,,1,24,576,1,1,0,,1,0,0,1,0,5,18,1.2374
IND_016782,2005,ET_D042,1,0,0,,0,15,225,0,,,,,,,,,6,45,0.5947
IND_016783,2011,ET_D037,1,0,0,,1,47,2209,0,,,1,1,1,0,0,0,8,26,1.7758
IND_016784,2011,ET_D073,3,0,0,,1,32,1024,0,0,0,0,0,0,0,1,0,7,40,0.6327
IND_016785,2016,ET_D058,2,0,0,,1,19,361,1,1,0,1,0,0,,1,1,1,60,0.4846
IND_016786,2019,ET_D121,8,0,0,,1,33,1089,0,,0,,0,1,1,1,1,4,47,1.4175
IND_016787,2016,ET_D045,2,0,0,,1,24,576,1,0,,1,1,1,1,1,1,7,60,0.7583
IND_016788,2019,ET_D022,1,0,0,,1,18,324,0,,0,1,1,0,0,0,0,2,43,0.8726
IND_016789,2011,ET_D013,2,1,0,-2,1,29,841,0,,0,0,0,1,1,0,0,8,43,0.8976
IND_016790,2016,ET_D092,4,0,0,,0,28,784,1,,,,,,,,,3,31,0.8536
IND_016791,2000,ET_D012,1,1,0,-4,1,27,729,1,1,0,1,1,0,1,1,0,6,46,1.0167
IND_016792,2019,ET_D114,7,0,0,,1,34,1156,1,,0,0,1,1,0,1,1,1,40,0.9541
IND_016793,2016,ET_D106,6,0,0,,0,28,784,1,,,,,,,,,10,64,1.4142
IND_016794,2000,ET_D100,5,0,0,,1,35,1225,0,1,0,0,0,0,1,0,1,3,53,0.5361
IND_016795,2016,ET_D123,8,0,0,,0,37,1369,0,,,,,,,,,5,29,0.8496
IND_016796,2016,ET_D054,2,0,0,,1,30,900,0,,0,,1,0,1,0,0,6,35,0.3847
IND_016797,2019,ET_D076,3,0,0,,1,28,784,0,0,0,1,0,0,0,1,0,2,50,1.4032
IND_016798,2016,ET_D128,10,0,0,,1,31,961,1,,0,,0,0,0,0,1,4,39,1.0278
IND_016799,2016,ET_D067,2,0,0,,0,28,784,1,,,,,,,,,5,60,1.0466
IND_016800,2019,ET_D088,4,0,0,,1,24,576,0,,0,,1,0,0,1,1,4,60,0.9406
